STATE,COUNTY,FIPS,NAICS2017,NAICS2017_LABEL,est_beds,est_patients
20,99,20099,6233,Continuing care retirement communities and assisted living facilities for the elderly,224,182
20,103,20103,6233,Continuing care retirement communities and assisted living facilities for the elderly,67,55
20,113,20113,6233,Continuing care retirement communities and assisted living facilities for the elderly,881,718
20,115,20115,6233,Continuing care retirement communities and assisted living facilities for the elderly,233,190
20,121,20121,6233,Continuing care retirement communities and assisted living facilities for the elderly,158,129
20,125,20125,6233,Continuing care retirement communities and assisted living facilities for the elderly,176,143
20,133,20133,6233,Continuing care retirement communities and assisted living facilities for the elderly,218,178
20,149,20149,6233,Continuing care retirement communities and assisted living facilities for the elderly,107,87
20,155,20155,6233,Continuing care retirement communities and assisted living facilities for the elderly,909,741
20,159,20159,6233,Continuing care retirement communities and assisted living facilities for the elderly,145,118
20,161,20161,6233,Continuing care retirement communities and assisted living facilities for the elderly,713,581
20,169,20169,6233,Continuing care retirement communities and assisted living facilities for the elderly,245,200
20,173,20173,6233,Continuing care retirement communities and assisted living facilities for the elderly,2705,2204
20,177,20177,6233,Continuing care retirement communities and assisted living facilities for the elderly,1770,1442
20,191,20191,6233,Continuing care retirement communities and assisted living facilities for the elderly,94,77
20,209,20209,6233,Continuing care retirement communities and assisted living facilities for the elderly,177,144
21,21,21021,6233,Continuing care retirement communities and assisted living facilities for the elderly,314,256
21,35,21035,6233,Continuing care retirement communities and assisted living facilities for the elderly,201,164
21,41,21041,6233,Continuing care retirement communities and assisted living facilities for the elderly,90,73
21,47,21047,6233,Continuing care retirement communities and assisted living facilities for the elderly,84,68
21,59,21059,6233,Continuing care retirement communities and assisted living facilities for the elderly,233,190
21,67,21067,6233,Continuing care retirement communities and assisted living facilities for the elderly,1706,1390
21,73,21073,6233,Continuing care retirement communities and assisted living facilities for the elderly,314,256
21,89,21089,6233,Continuing care retirement communities and assisted living facilities for the elderly,306,249
21,93,21093,6233,Continuing care retirement communities and assisted living facilities for the elderly,210,171
21,107,21107,6233,Continuing care retirement communities and assisted living facilities for the elderly,79,64
21,111,21111,6233,Continuing care retirement communities and assisted living facilities for the elderly,3816,3109
21,113,21113,6233,Continuing care retirement communities and assisted living facilities for the elderly,362,295
21,117,21117,6233,Continuing care retirement communities and assisted living facilities for the elderly,1134,924
21,145,21145,6233,Continuing care retirement communities and assisted living facilities for the elderly,242,197
21,151,21151,6233,Continuing care retirement communities and assisted living facilities for the elderly,281,229
21,185,21185,6233,Continuing care retirement communities and assisted living facilities for the elderly,366,298
21,199,21199,6233,Continuing care retirement communities and assisted living facilities for the elderly,176,143
21,211,21211,6233,Continuing care retirement communities and assisted living facilities for the elderly,378,308
21,227,21227,6233,Continuing care retirement communities and assisted living facilities for the elderly,609,496
22,5,22005,6233,Continuing care retirement communities and assisted living facilities for the elderly,56,46
22,17,22017,6233,Continuing care retirement communities and assisted living facilities for the elderly,615,501
22,19,22019,6233,Continuing care retirement communities and assisted living facilities for the elderly,191,156
22,33,22033,6233,Continuing care retirement communities and assisted living facilities for the elderly,1012,824
22,45,22045,6233,Continuing care retirement communities and assisted living facilities for the elderly,65,53
22,51,22051,6233,Continuing care retirement communities and assisted living facilities for the elderly,459,374
22,55,22055,6233,Continuing care retirement communities and assisted living facilities for the elderly,587,478
22,57,22057,6233,Continuing care retirement communities and assisted living facilities for the elderly,108,88
22,63,22063,6233,Continuing care retirement communities and assisted living facilities for the elderly,86,70
22,71,22071,6233,Continuing care retirement communities and assisted living facilities for the elderly,1302,1061
22,73,22073,6233,Continuing care retirement communities and assisted living facilities for the elderly,211,172
22,79,22079,6233,Continuing care retirement communities and assisted living facilities for the elderly,105,86
22,103,22103,6233,Continuing care retirement communities and assisted living facilities for the elderly,731,596
22,109,22109,6233,Continuing care retirement communities and assisted living facilities for the elderly,70,57
23,1,23001,6233,Continuing care retirement communities and assisted living facilities for the elderly,529,431
23,3,23003,6233,Continuing care retirement communities and assisted living facilities for the elderly,511,416
23,5,23005,6233,Continuing care retirement communities and assisted living facilities for the elderly,1526,1243
23,7,23007,6233,Continuing care retirement communities and assisted living facilities for the elderly,98,80
23,11,23011,6233,Continuing care retirement communities and assisted living facilities for the elderly,501,408
23,13,23013,6233,Continuing care retirement communities and assisted living facilities for the elderly,477,389
23,15,23015,6233,Continuing care retirement communities and assisted living facilities for the elderly,151,123
23,19,23019,6233,Continuing care retirement communities and assisted living facilities for the elderly,630,513
23,21,23021,6233,Continuing care retirement communities and assisted living facilities for the elderly,79,64
23,23,23023,6233,Continuing care retirement communities and assisted living facilities for the elderly,527,429
23,25,23025,6233,Continuing care retirement communities and assisted living facilities for the elderly,90,73
23,27,23027,6233,Continuing care retirement communities and assisted living facilities for the elderly,225,183
23,29,23029,6233,Continuing care retirement communities and assisted living facilities for the elderly,71,58
23,31,23031,6233,Continuing care retirement communities and assisted living facilities for the elderly,1086,885
24,1,24001,6233,Continuing care retirement communities and assisted living facilities for the elderly,105,86
24,3,24003,6233,Continuing care retirement communities and assisted living facilities for the elderly,1606,1308
24,5,24005,6233,Continuing care retirement communities and assisted living facilities for the elderly,5535,4509
24,9,24009,6233,Continuing care retirement communities and assisted living facilities for the elderly,151,123
24,11,24011,6233,Continuing care retirement communities and assisted living facilities for the elderly,60,49
24,13,24013,6233,Continuing care retirement communities and assisted living facilities for the elderly,1015,827
24,15,24015,6233,Continuing care retirement communities and assisted living facilities for the elderly,116,95
24,17,24017,6233,Continuing care retirement communities and assisted living facilities for the elderly,173,141
24,21,24021,6233,Continuing care retirement communities and assisted living facilities for the elderly,1149,936
24,23,24023,6233,Continuing care retirement communities and assisted living facilities for the elderly,193,157
24,25,24025,6233,Continuing care retirement communities and assisted living facilities for the elderly,364,297
24,27,24027,6233,Continuing care retirement communities and assisted living facilities for the elderly,1031,840
24,29,24029,6233,Continuing care retirement communities and assisted living facilities for the elderly,198,161
24,31,24031,6233,Continuing care retirement communities and assisted living facilities for the elderly,5534,4508
24,33,24033,6233,Continuing care retirement communities and assisted living facilities for the elderly,1272,1036
24,41,24041,6233,Continuing care retirement communities and assisted living facilities for the elderly,338,275
24,43,24043,6233,Continuing care retirement communities and assisted living facilities for the elderly,757,617
24,45,24045,6233,Continuing care retirement communities and assisted living facilities for the elderly,284,231
24,47,24047,6233,Continuing care retirement communities and assisted living facilities for the elderly,75,61
24,510,24510,6233,Continuing care retirement communities and assisted living facilities for the elderly,843,687
25,1,25001,6233,Continuing care retirement communities and assisted living facilities for the elderly,552,450
25,3,25003,6233,Continuing care retirement communities and assisted living facilities for the elderly,255,208
25,5,25005,6233,Continuing care retirement communities and assisted living facilities for the elderly,908,740
25,7,25007,6233,Continuing care retirement communities and assisted living facilities for the elderly,71,58
25,9,25009,6233,Continuing care retirement communities and assisted living facilities for the elderly,2322,1892
25,13,25013,6233,Continuing care retirement communities and assisted living facilities for the elderly,1109,903
25,15,25015,6233,Continuing care retirement communities and assisted living facilities for the elderly,275,224
25,17,25017,6233,Continuing care retirement communities and assisted living facilities for the elderly,3913,3188
25,21,25021,6233,Continuing care retirement communities and assisted living facilities for the elderly,2445,1992
25,23,25023,6233,Continuing care retirement communities and assisted living facilities for the elderly,872,710
25,25,25025,6233,Continuing care retirement communities and assisted living facilities for the elderly,977,796
25,27,25027,6233,Continuing care retirement communities and assisted living facilities for the elderly,1900,1548
26,5,26005,6233,Continuing care retirement communities and assisted living facilities for the elderly,363,296
26,7,26007,6233,Continuing care retirement communities and assisted living facilities for the elderly,17,14
26,9,26009,6233,Continuing care retirement communities and assisted living facilities for the elderly,12,10
26,15,26015,6233,Continuing care retirement communities and assisted living facilities for the elderly,121,99
26,17,26017,6233,Continuing care retirement communities and assisted living facilities for the elderly,498,406
26,19,26019,6233,Continuing care retirement communities and assisted living facilities for the elderly,7,6
26,21,26021,6233,Continuing care retirement communities and assisted living facilities for the elderly,377,307
26,23,26023,6233,Continuing care retirement communities and assisted living facilities for the elderly,130,106
26,25,26025,6233,Continuing care retirement communities and assisted living facilities for the elderly,364,297
26,31,26031,6233,Continuing care retirement communities and assisted living facilities for the elderly,22,18
26,33,26033,6233,Continuing care retirement communities and assisted living facilities for the elderly,133,108
26,35,26035,6233,Continuing care retirement communities and assisted living facilities for the elderly,82,67
26,37,26037,6233,Continuing care retirement communities and assisted living facilities for the elderly,289,235
26,39,26039,6233,Continuing care retirement communities and assisted living facilities for the elderly,86,70
26,41,26041,6233,Continuing care retirement communities and assisted living facilities for the elderly,72,59
26,45,26045,6233,Continuing care retirement communities and assisted living facilities for the elderly,248,202
26,47,26047,6233,Continuing care retirement communities and assisted living facilities for the elderly,67,55
26,49,26049,6233,Continuing care retirement communities and assisted living facilities for the elderly,1197,975
26,55,26055,6233,Continuing care retirement communities and assisted living facilities for the elderly,396,323
26,57,26057,6233,Continuing care retirement communities and assisted living facilities for the elderly,444,362
26,59,26059,6233,Continuing care retirement communities and assisted living facilities for the elderly,84,68
26,61,26061,6233,Continuing care retirement communities and assisted living facilities for the elderly,99,81
26,63,26063,6233,Continuing care retirement communities and assisted living facilities for the elderly,99,81
26,65,26065,6233,Continuing care retirement communities and assisted living facilities for the elderly,893,728
26,67,26067,6233,Continuing care retirement communities and assisted living facilities for the elderly,72,59
26,69,26069,6233,Continuing care retirement communities and assisted living facilities for the elderly,66,54
26,73,26073,6233,Continuing care retirement communities and assisted living facilities for the elderly,177,144
26,75,26075,6233,Continuing care retirement communities and assisted living facilities for the elderly,469,382
26,77,26077,6233,Continuing care retirement communities and assisted living facilities for the elderly,1176,958
26,81,26081,6233,Continuing care retirement communities and assisted living facilities for the elderly,4064,3311
26,87,26087,6233,Continuing care retirement communities and assisted living facilities for the elderly,165,134
26,91,26091,6233,Continuing care retirement communities and assisted living facilities for the elderly,253,206
26,93,26093,6233,Continuing care retirement communities and assisted living facilities for the elderly,645,525
26,97,26097,6233,Continuing care retirement communities and assisted living facilities for the elderly,34,28
26,99,26099,6233,Continuing care retirement communities and assisted living facilities for the elderly,1594,1299
26,101,26101,6233,Continuing care retirement communities and assisted living facilities for the elderly,54,44
26,103,26103,6233,Continuing care retirement communities and assisted living facilities for the elderly,176,143
26,105,26105,6233,Continuing care retirement communities and assisted living facilities for the elderly,54,44
26,107,26107,6233,Continuing care retirement communities and assisted living facilities for the elderly,60,49
26,111,26111,6233,Continuing care retirement communities and assisted living facilities for the elderly,193,157
26,113,26113,6233,Continuing care retirement communities and assisted living facilities for the elderly,17,14
26,115,26115,6233,Continuing care retirement communities and assisted living facilities for the elderly,162,132
26,117,26117,6233,Continuing care retirement communities and assisted living facilities for the elderly,117,95
26,121,26121,6233,Continuing care retirement communities and assisted living facilities for the elderly,598,487
26,123,26123,6233,Continuing care retirement communities and assisted living facilities for the elderly,70,57
26,125,26125,6233,Continuing care retirement communities and assisted living facilities for the elderly,5124,4174
26,127,26127,6233,Continuing care retirement communities and assisted living facilities for the elderly,30,24
26,129,26129,6233,Continuing care retirement communities and assisted living facilities for the elderly,36,29
26,137,26137,6233,Continuing care retirement communities and assisted living facilities for the elderly,52,42
26,139,26139,6233,Continuing care retirement communities and assisted living facilities for the elderly,2065,1682
26,145,26145,6233,Continuing care retirement communities and assisted living facilities for the elderly,672,547
26,147,26147,6233,Continuing care retirement communities and assisted living facilities for the elderly,219,178
26,149,26149,6233,Continuing care retirement communities and assisted living facilities for the elderly,188,153
26,151,26151,6233,Continuing care retirement communities and assisted living facilities for the elderly,64,52
26,153,26153,6233,Continuing care retirement communities and assisted living facilities for the elderly,27,22
26,155,26155,6233,Continuing care retirement communities and assisted living facilities for the elderly,236,192
26,157,26157,6233,Continuing care retirement communities and assisted living facilities for the elderly,136,111
26,159,26159,6233,Continuing care retirement communities and assisted living facilities for the elderly,98,80
26,161,26161,6233,Continuing care retirement communities and assisted living facilities for the elderly,1260,1026
26,163,26163,6233,Continuing care retirement communities and assisted living facilities for the elderly,5759,4692
26,165,26165,6233,Continuing care retirement communities and assisted living facilities for the elderly,121,99
27,1,27001,6233,Continuing care retirement communities and assisted living facilities for the elderly,182,148
27,3,27003,6233,Continuing care retirement communities and assisted living facilities for the elderly,926,754
27,5,27005,6233,Continuing care retirement communities and assisted living facilities for the elderly,123,100
27,7,27007,6233,Continuing care retirement communities and assisted living facilities for the elderly,305,248
27,9,27009,6233,Continuing care retirement communities and assisted living facilities for the elderly,722,588
27,11,27011,6233,Continuing care retirement communities and assisted living facilities for the elderly,100,81
27,13,27013,6233,Continuing care retirement communities and assisted living facilities for the elderly,773,630
27,15,27015,6233,Continuing care retirement communities and assisted living facilities for the elderly,18,15
27,17,27017,6233,Continuing care retirement communities and assisted living facilities for the elderly,250,204
27,19,27019,6233,Continuing care retirement communities and assisted living facilities for the elderly,559,455
27,21,27021,6233,Continuing care retirement communities and assisted living facilities for the elderly,173,141
27,23,27023,6233,Continuing care retirement communities and assisted living facilities for the elderly,57,46
27,25,27025,6233,Continuing care retirement communities and assisted living facilities for the elderly,115,94
27,27,27027,6233,Continuing care retirement communities and assisted living facilities for the elderly,315,257
27,33,27033,6233,Continuing care retirement communities and assisted living facilities for the elderly,219,178
27,35,27035,6233,Continuing care retirement communities and assisted living facilities for the elderly,698,569
27,37,27037,6233,Continuing care retirement communities and assisted living facilities for the elderly,2268,1848
27,41,27041,6233,Continuing care retirement communities and assisted living facilities for the elderly,622,507
27,47,27047,6233,Continuing care retirement communities and assisted living facilities for the elderly,322,262
27,49,27049,6233,Continuing care retirement communities and assisted living facilities for the elderly,216,176
27,51,27051,6233,Continuing care retirement communities and assisted living facilities for the elderly,37,30
27,53,27053,6233,Continuing care retirement communities and assisted living facilities for the elderly,8035,6546
27,55,27055,6233,Continuing care retirement communities and assisted living facilities for the elderly,54,44
27,59,27059,6233,Continuing care retirement communities and assisted living facilities for the elderly,13,11
27,61,27061,6233,Continuing care retirement communities and assisted living facilities for the elderly,258,210
27,63,27063,6233,Continuing care retirement communities and assisted living facilities for the elderly,138,112
27,67,27067,6233,Continuing care retirement communities and assisted living facilities for the elderly,254,207
27,71,27071,6233,Continuing care retirement communities and assisted living facilities for the elderly,114,93
27,75,27075,6233,Continuing care retirement communities and assisted living facilities for the elderly,64,52
27,79,27079,6233,Continuing care retirement communities and assisted living facilities for the elderly,118,96
27,85,27085,6233,Continuing care retirement communities and assisted living facilities for the elderly,259,211
27,91,27091,6233,Continuing care retirement communities and assisted living facilities for the elderly,134,109
27,93,27093,6233,Continuing care retirement communities and assisted living facilities for the elderly,83,68
27,95,27095,6233,Continuing care retirement communities and assisted living facilities for the elderly,367,299
27,97,27097,6233,Continuing care retirement communities and assisted living facilities for the elderly,297,242
27,99,27099,6233,Continuing care retirement communities and assisted living facilities for the elderly,106,86
27,103,27103,6233,Continuing care retirement communities and assisted living facilities for the elderly,338,275
27,105,27105,6233,Continuing care retirement communities and assisted living facilities for the elderly,91,74
27,109,27109,6233,Continuing care retirement communities and assisted living facilities for the elderly,1292,1053
27,111,27111,6233,Continuing care retirement communities and assisted living facilities for the elderly,618,503
27,115,27115,6233,Continuing care retirement communities and assisted living facilities for the elderly,91,74
27,117,27117,6233,Continuing care retirement communities and assisted living facilities for the elderly,168,137
27,119,27119,6233,Continuing care retirement communities and assisted living facilities for the elderly,539,439
27,121,27121,6233,Continuing care retirement communities and assisted living facilities for the elderly,24,20
27,123,27123,6233,Continuing care retirement communities and assisted living facilities for the elderly,3129,2549
27,127,27127,6233,Continuing care retirement communities and assisted living facilities for the elderly,98,80
27,131,27131,6233,Continuing care retirement communities and assisted living facilities for the elderly,210,171
27,137,27137,6233,Continuing care retirement communities and assisted living facilities for the elderly,2009,1637
27,139,27139,6233,Continuing care retirement communities and assisted living facilities for the elderly,662,539
27,141,27141,6233,Continuing care retirement communities and assisted living facilities for the elderly,214,174
27,143,27143,6233,Continuing care retirement communities and assisted living facilities for the elderly,111,90
27,145,27145,6233,Continuing care retirement communities and assisted living facilities for the elderly,411,335
27,147,27147,6233,Continuing care retirement communities and assisted living facilities for the elderly,333,271
27,153,27153,6233,Continuing care retirement communities and assisted living facilities for the elderly,45,37
27,157,27157,6233,Continuing care retirement communities and assisted living facilities for the elderly,47,38
27,159,27159,6233,Continuing care retirement communities and assisted living facilities for the elderly,50,41
27,161,27161,6233,Continuing care retirement communities and assisted living facilities for the elderly,97,79
27,163,27163,6233,Continuing care retirement communities and assisted living facilities for the elderly,1269,1034
27,169,27169,6233,Continuing care retirement communities and assisted living facilities for the elderly,410,334
27,171,27171,6233,Continuing care retirement communities and assisted living facilities for the elderly,551,449
28,3,28003,6233,Continuing care retirement communities and assisted living facilities for the elderly,135,110
28,27,28027,6233,Continuing care retirement communities and assisted living facilities for the elderly,135,110
28,33,28033,6233,Continuing care retirement communities and assisted living facilities for the elderly,251,204
28,35,28035,6233,Continuing care retirement communities and assisted living facilities for the elderly,279,227
28,39,28039,6233,Continuing care retirement communities and assisted living facilities for the elderly,58,47
28,47,28047,6233,Continuing care retirement communities and assisted living facilities for the elderly,378,308
28,49,28049,6233,Continuing care retirement communities and assisted living facilities for the elderly,351,286
28,59,28059,6233,Continuing care retirement communities and assisted living facilities for the elderly,142,116
28,67,28067,6233,Continuing care retirement communities and assisted living facilities for the elderly,103,84
28,71,28071,6233,Continuing care retirement communities and assisted living facilities for the elderly,297,242
28,73,28073,6233,Continuing care retirement communities and assisted living facilities for the elderly,236,192
28,75,28075,6233,Continuing care retirement communities and assisted living facilities for the elderly,290,236
28,79,28079,6233,Continuing care retirement communities and assisted living facilities for the elderly,76,62
28,81,28081,6233,Continuing care retirement communities and assisted living facilities for the elderly,483,393
28,85,28085,6233,Continuing care retirement communities and assisted living facilities for the elderly,56,46
28,87,28087,6233,Continuing care retirement communities and assisted living facilities for the elderly,263,214
28,89,28089,6233,Continuing care retirement communities and assisted living facilities for the elderly,1489,1213
28,101,28101,6233,Continuing care retirement communities and assisted living facilities for the elderly,81,66
28,105,28105,6233,Continuing care retirement communities and assisted living facilities for the elderly,178,145
28,109,28109,6233,Continuing care retirement communities and assisted living facilities for the elderly,63,51
28,121,28121,6233,Continuing care retirement communities and assisted living facilities for the elderly,377,307
28,133,28133,6233,Continuing care retirement communities and assisted living facilities for the elderly,36,29
28,141,28141,6233,Continuing care retirement communities and assisted living facilities for the elderly,121,99
28,151,28151,6233,Continuing care retirement communities and assisted living facilities for the elderly,121,99
29,1,29001,6233,Continuing care retirement communities and assisted living facilities for the elderly,67,55
29,7,29007,6233,Continuing care retirement communities and assisted living facilities for the elderly,107,87
29,9,29009,6233,Continuing care retirement communities and assisted living facilities for the elderly,156,127
29,15,29015,6233,Continuing care retirement communities and assisted living facilities for the elderly,56,46
29,19,29019,6233,Continuing care retirement communities and assisted living facilities for the elderly,750,611
29,21,29021,6233,Continuing care retirement communities and assisted living facilities for the elderly,368,300
29,23,29023,6233,Continuing care retirement communities and assisted living facilities for the elderly,53,43
29,27,29027,6233,Continuing care retirement communities and assisted living facilities for the elderly,163,133
29,29,29029,6233,Continuing care retirement communities and assisted living facilities for the elderly,41,33
29,31,29031,6233,Continuing care retirement communities and assisted living facilities for the elderly,347,283
29,37,29037,6233,Continuing care retirement communities and assisted living facilities for the elderly,276,225
29,43,29043,6233,Continuing care retirement communities and assisted living facilities for the elderly,216,176
29,47,29047,6233,Continuing care retirement communities and assisted living facilities for the elderly,417,340
29,51,29051,6233,Continuing care retirement communities and assisted living facilities for the elderly,425,346
29,53,29053,6233,Continuing care retirement communities and assisted living facilities for the elderly,76,62
29,55,29055,6233,Continuing care retirement communities and assisted living facilities for the elderly,36,29
29,63,29063,6233,Continuing care retirement communities and assisted living facilities for the elderly,31,25
29,69,29069,6233,Continuing care retirement communities and assisted living facilities for the elderly,64,52
29,71,29071,6233,Continuing care retirement communities and assisted living facilities for the elderly,678,552
29,77,29077,6233,Continuing care retirement communities and assisted living facilities for the elderly,411,335
29,83,29083,6233,Continuing care retirement communities and assisted living facilities for the elderly,34,28
29,89,29089,6233,Continuing care retirement communities and assisted living facilities for the elderly,114,93
29,91,29091,6233,Continuing care retirement communities and assisted living facilities for the elderly,38,31
29,93,29093,6233,Continuing care retirement communities and assisted living facilities for the elderly,118,96
29,95,29095,6233,Continuing care retirement communities and assisted living facilities for the elderly,2117,1725
29,97,29097,6233,Continuing care retirement communities and assisted living facilities for the elderly,334,272
29,99,29099,6233,Continuing care retirement communities and assisted living facilities for the elderly,17,14
29,101,29101,6233,Continuing care retirement communities and assisted living facilities for the elderly,46,37
29,105,29105,6233,Continuing care retirement communities and assisted living facilities for the elderly,28,23
29,107,29107,6233,Continuing care retirement communities and assisted living facilities for the elderly,186,152
29,109,29109,6233,Continuing care retirement communities and assisted living facilities for the elderly,210,171
29,113,29113,6233,Continuing care retirement communities and assisted living facilities for the elderly,93,76
29,121,29121,6233,Continuing care retirement communities and assisted living facilities for the elderly,15,12
29,127,29127,6233,Continuing care retirement communities and assisted living facilities for the elderly,97,79
29,145,29145,6233,Continuing care retirement communities and assisted living facilities for the elderly,114,93
29,147,29147,6233,Continuing care retirement communities and assisted living facilities for the elderly,42,34
29,159,29159,6233,Continuing care retirement communities and assisted living facilities for the elderly,26,21
29,161,29161,6233,Continuing care retirement communities and assisted living facilities for the elderly,135,110
29,163,29163,6233,Continuing care retirement communities and assisted living facilities for the elderly,54,44
29,165,29165,6233,Continuing care retirement communities and assisted living facilities for the elderly,242,197
29,167,29167,6233,Continuing care retirement communities and assisted living facilities for the elderly,134,109
29,175,29175,6233,Continuing care retirement communities and assisted living facilities for the elderly,84,68
29,183,29183,6233,Continuing care retirement communities and assisted living facilities for the elderly,1580,1287
29,187,29187,6233,Continuing care retirement communities and assisted living facilities for the elderly,384,313
29,189,29189,6233,Continuing care retirement communities and assisted living facilities for the elderly,5957,4853
29,195,29195,6233,Continuing care retirement communities and assisted living facilities for the elderly,203,165
29,201,29201,6233,Continuing care retirement communities and assisted living facilities for the elderly,102,83
29,207,29207,6233,Continuing care retirement communities and assisted living facilities for the elderly,91,74
29,213,29213,6233,Continuing care retirement communities and assisted living facilities for the elderly,14,11
29,215,29215,6233,Continuing care retirement communities and assisted living facilities for the elderly,68,55
29,219,29219,6233,Continuing care retirement communities and assisted living facilities for the elderly,67,55
29,510,29510,6233,Continuing care retirement communities and assisted living facilities for the elderly,521,424
30,13,30013,6233,Continuing care retirement communities and assisted living facilities for the elderly,498,406
30,17,30017,6233,Continuing care retirement communities and assisted living facilities for the elderly,39,32
30,27,30027,6233,Continuing care retirement communities and assisted living facilities for the elderly,79,64
30,29,30029,6233,Continuing care retirement communities and assisted living facilities for the elderly,413,336
30,31,30031,6233,Continuing care retirement communities and assisted living facilities for the elderly,692,564
30,47,30047,6233,Continuing care retirement communities and assisted living facilities for the elderly,71,58
30,49,30049,6233,Continuing care retirement communities and assisted living facilities for the elderly,383,312
30,63,30063,6233,Continuing care retirement communities and assisted living facilities for the elderly,757,617
30,65,30065,6233,Continuing care retirement communities and assisted living facilities for the elderly,52,42
30,67,30067,6233,Continuing care retirement communities and assisted living facilities for the elderly,88,72
30,73,30073,6233,Continuing care retirement communities and assisted living facilities for the elderly,28,23
30,81,30081,6233,Continuing care retirement communities and assisted living facilities for the elderly,425,346
30,93,30093,6233,Continuing care retirement communities and assisted living facilities for the elderly,277,226
30,111,30111,6233,Continuing care retirement communities and assisted living facilities for the elderly,2099,1710
31,1,31001,6233,Continuing care retirement communities and assisted living facilities for the elderly,527,429
31,19,31019,6233,Continuing care retirement communities and assisted living facilities for the elderly,220,179
31,47,31047,6233,Continuing care retirement communities and assisted living facilities for the elderly,114,93
31,53,31053,6233,Continuing care retirement communities and assisted living facilities for the elderly,156,127
31,55,31055,6233,Continuing care retirement communities and assisted living facilities for the elderly,3557,2898
31,65,31065,6233,Continuing care retirement communities and assisted living facilities for the elderly,95,77
31,67,31067,6233,Continuing care retirement communities and assisted living facilities for the elderly,335,273
31,79,31079,6233,Continuing care retirement communities and assisted living facilities for the elderly,555,452
31,89,31089,6233,Continuing care retirement communities and assisted living facilities for the elderly,149,121
31,109,31109,6233,Continuing care retirement communities and assisted living facilities for the elderly,1973,1607
31,111,31111,6233,Continuing care retirement communities and assisted living facilities for the elderly,156,127
31,119,31119,6233,Continuing care retirement communities and assisted living facilities for the elderly,268,218
31,153,31153,6233,Continuing care retirement communities and assisted living facilities for the elderly,833,679
31,157,31157,6233,Continuing care retirement communities and assisted living facilities for the elderly,361,294
32,3,32003,6233,Continuing care retirement communities and assisted living facilities for the elderly,3832,3122
32,23,32023,6233,Continuing care retirement communities and assisted living facilities for the elderly,108,88
32,31,32031,6233,Continuing care retirement communities and assisted living facilities for the elderly,1900,1548
32,510,32510,6233,Continuing care retirement communities and assisted living facilities for the elderly,360,293
33,1,33001,6233,Continuing care retirement communities and assisted living facilities for the elderly,262,213
33,3,33003,6233,Continuing care retirement communities and assisted living facilities for the elderly,96,78
33,5,33005,6233,Continuing care retirement communities and assisted living facilities for the elderly,142,116
33,9,33009,6233,Continuing care retirement communities and assisted living facilities for the elderly,496,404
33,11,33011,6233,Continuing care retirement communities and assisted living facilities for the elderly,1667,1358
33,13,33013,6233,Continuing care retirement communities and assisted living facilities for the elderly,836,681
33,15,33015,6233,Continuing care retirement communities and assisted living facilities for the elderly,1329,1083
33,17,33017,6233,Continuing care retirement communities and assisted living facilities for the elderly,545,444
33,19,33019,6233,Continuing care retirement communities and assisted living facilities for the elderly,27,22
34,1,34001,6233,Continuing care retirement communities and assisted living facilities for the elderly,604,492
34,3,34003,6233,Continuing care retirement communities and assisted living facilities for the elderly,1916,1561
34,5,34005,6233,Continuing care retirement communities and assisted living facilities for the elderly,1777,1448
34,7,34007,6233,Continuing care retirement communities and assisted living facilities for the elderly,1861,1516
34,9,34009,6233,Continuing care retirement communities and assisted living facilities for the elderly,274,223
34,11,34011,6233,Continuing care retirement communities and assisted living facilities for the elderly,155,126
34,13,34013,6233,Continuing care retirement communities and assisted living facilities for the elderly,1120,912
34,15,34015,6233,Continuing care retirement communities and assisted living facilities for the elderly,772,629
34,17,34017,6233,Continuing care retirement communities and assisted living facilities for the elderly,244,199
34,19,34019,6233,Continuing care retirement communities and assisted living facilities for the elderly,95,77
34,21,34021,6233,Continuing care retirement communities and assisted living facilities for the elderly,678,552
34,23,34023,6233,Continuing care retirement communities and assisted living facilities for the elderly,835,680
34,25,34025,6233,Continuing care retirement communities and assisted living facilities for the elderly,2585,2106
34,27,34027,6233,Continuing care retirement communities and assisted living facilities for the elderly,2574,2097
34,29,34029,6233,Continuing care retirement communities and assisted living facilities for the elderly,1996,1626
34,31,34031,6233,Continuing care retirement communities and assisted living facilities for the elderly,592,482
34,33,34033,6233,Continuing care retirement communities and assisted living facilities for the elderly,262,213
34,35,34035,6233,Continuing care retirement communities and assisted living facilities for the elderly,1458,1188
34,37,34037,6233,Continuing care retirement communities and assisted living facilities for the elderly,234,191
34,39,34039,6233,Continuing care retirement communities and assisted living facilities for the elderly,1068,870
35,1,35001,6233,Continuing care retirement communities and assisted living facilities for the elderly,2642,2152
35,5,35005,6233,Continuing care retirement communities and assisted living facilities for the elderly,101,82
35,13,35013,6233,Continuing care retirement communities and assisted living facilities for the elderly,655,534
35,43,35043,6233,Continuing care retirement communities and assisted living facilities for the elderly,467,380
35,45,35045,6233,Continuing care retirement communities and assisted living facilities for the elderly,249,203
35,49,35049,6233,Continuing care retirement communities and assisted living facilities for the elderly,502,409
35,61,35061,6233,Continuing care retirement communities and assisted living facilities for the elderly,24,20
36,1,36001,6233,Continuing care retirement communities and assisted living facilities for the elderly,908,740
36,5,36005,6233,Continuing care retirement communities and assisted living facilities for the elderly,919,749
36,7,36007,6233,Continuing care retirement communities and assisted living facilities for the elderly,695,566
36,9,36009,6233,Continuing care retirement communities and assisted living facilities for the elderly,118,96
